tx_id,tx_hash,block_number,user_id,project_id,tag_id,amount,created_at,success,event_type,is_anomaly
26,0x7e90be9852cd785a60d449d35680e5627e4e8489384982e389a5161a1a0faaba,1000132,43,5,5,0.20763530831906143,2025-11-19 13:50:25.504687,True,TransactionCreated,False
27,0x25786354700cea59b14060380355bec7060fcd62a72dfdc0ccdf7210d2e115b0,1000135,67,12,1,0.20102424588788298,2025-11-19 14:20:25.504687,True,TransactionCreated,False
28,0x1d52e307c662f992d1b066bf16c7086276aec758e4220be712f7df7daf33454d,1000139,23,29,4,0.2972148749685768,2025-11-19 14:50:25.504687,True,TransactionCreated,True
29,0xe6f16960642fc23cb110e43a9e1266b3445fd814b2395b709d7ad6ff0120d871,1000145,98,21,5,1.1494466543737811,2025-11-19 15:20:25.504687,True,TransactionCreated,False
30,0xc86855ad399cc164a51f49385104859b64954a8e5a71bc8469c094bd9df1b5a0,1000150,82,9,4,0.7335234617483088,2025-11-19 15:50:25.504687,True,TransactionCreated,False
31,0x24329c4a7af30a672516e75547093e3223a0daca18914887008ca79862214bb2,1000155,97,29,10,0.48821048031503805,2025-11-19 16:20:25.504687,True,TransactionCreated,False
32,0xd51b24baa0c09860ebdf727e40645f57818bea98c9ef9f60694596de4682f71a,1000162,97,27,10,0.2521582133267583,2025-11-19 16:50:25.504687,True,DonationReceived,False
33,0x6c1ed3621a960de72bbc124a7966b6e703c58c10fc9bd16291da6cc1ff2a6d3c,1000170,60,17,7,4.366943278932222,2025-11-19 17:20:25.504687,True,DonationReceived,True
34,0xd0cd4b8f7be89d8e6340d02cd7d131d48f04de8e0873ba94c4ab567ed7adc186,1000176,81,8,8,0.33188138605195905,2025-11-19 17:50:25.504687,True,TransactionCreated,False
35,0x33a73ce542cd9a189809275445e6082390ca9211d072f25c7ce883d41a872abc,1000179,6,24,8,0.16005785342193285,2025-11-19 18:20:25.504687,True,TransactionCreated,False
36,0x8281b98e784aa17be57a4f9154bfcb4c017cfdc2927717acc0572f7b0aaf8cac,1000183,13,27,3,0.17731904323390338,2025-11-19 18:50:25.504687,True,TransactionCreated,False
37,0x8493ea5b64ac982e699fa4d6e131dccb61fcda0807e1bf7c2f52d698f1ebbed4,1000184,21,8,5,10.376439159686033,2025-11-19 19:20:25.504687,True,TransactionCreated,True
38,0xc533f313af0b50950597a11dfecb3a23cb6ca05eef2a9691d1c302c86e6cca3f,1000189,95,29,10,0.5038030504398494,2025-11-19 19:50:25.504687,True,TransactionCreated,False
39,0x1ed35aa20db7bc4ef4a352842a09b5e1c2f087b1ebfa7bd80c47ead1362cfb47,1000197,58,12,8,0.000711748717011297,2025-11-19 20:20:25.504687,True,DonationReceived,False
40,0xb923de8dd60db3385f8be5544177afc0741df1dee5fac80b587a52780b8dfef5,1000200,85,30,7,0.1979097126492655,2025-11-19 20:50:25.504687,True,TransactionCreated,False
41,0x5b3097f1b01008cd0c39561569d91e196b07ac2a58586ef81b771bd3deae6a3f,1000204,97,29,9,0.20771640908563055,2025-11-19 21:20:25.504687,True,TransactionCreated,False
42,0x35959e2e8b9da15b6bc8c2926d3c7c646f2b151254f78a2b922cc5ee06b0d4e9,1000208,28,19,10,0.6126587610841394,2025-11-19 21:50:25.504687,True,TransactionCreated,False
43,0xc7343bbd3b7102f83941f31e135692295cb2c174e02973fd69bdd16445c8d5bc,1000214,70,10,7,0.6027425444278375,2025-11-19 22:20:25.504687,True,TransactionCreated,False
44,0xed76831650a88b1244e07b73c6eea925df9c9bd80437ab08f53b8a4e4b4007b7,1000223,8,24,2,0.3119550322564243,2025-11-19 22:50:25.504687,False,TransactionCreated,False
45,0xbee5bac31d18e439c062544a4002db93417aad181c86e7ea16b536fdc3f19b67,1000226,77,2,4,1.507757461201096,2025-11-19 23:20:25.504687,True,DonationReceived,False
46,0x14067cf54e5e10669a9d11097e70ba78d3002efd4f489db11f5e8088fc84ce8a,1000230,98,24,8,1.0287585041358547,2025-11-19 23:50:25.504687,True,DonationReceived,False
47,0x31c5d352511c862ca07d5684e0b96e42bc800f02b59a27dd91d82497f15b4c98,1000236,58,28,9,1.0057446073408023,2025-11-20 00:20:25.504687,True,DonationReceived,False
48,0xb41f4eb3eaf65d1baac46a6fe4be83a2e34c521dc3f43daceb27f93d110c398d,1000242,40,8,7,0.2140590127054393,2025-11-20 00:50:25.504687,True,TransactionCreated,False
49,0xa6eb96ce6e709c973335650b7c9eac65545b898e9798c977f09a431723b69812,1000249,86,14,5,2.819372371488773,2025-11-20 01:20:25.504687,True,DonationReceived,True
50,0x390614e02b106405f4e2b6fa98dcc8d81f2641295c680a67bd23959f6cd37403,1000250,1,19,1,0.2714694949514247,2025-11-20 01:50:25.504687,True,TransactionCreated,False
51,0x2870a5863c0b1b4baf4757125bc925516b150216d375b934ccee86f9dd86fb0f,1000259,77,4,9,0.2901475923399311,2025-11-20 02:20:25.504687,True,DonationReceived,False
52,0xb732fdc6b2754377b08d4355176f04fb531cd3061c1841a880a23d69316525ae,1000261,65,9,6,1.1000629686556334,2025-11-20 02:50:25.504687,True,TransactionCreated,False
53,0x5b439be0951c2d79dd52f63d8e421a121d31f9818c503ed0df5dc322858c4174,1000265,10,13,2,0.14325517930152062,2025-11-20 03:20:25.504687,True,DonationReceived,False
54,0x138e3cbbfffbced31cbe5fcad1b62e2421981da1ce7e8628248bdd26ffb03367,1000268,60,9,10,0.8102369703940742,2025-11-20 03:50:25.504687,True,TransactionCreated,False
55,0x046b3c33b561e43edfc26ab5d64c54d61da455e49697640c491c4414cf3020ba,1000271,69,26,10,0.3608144558215839,2025-11-20 04:20:25.504687,True,DonationReceived,False
56,0xe43f649d313fb1728c3c5949c08f078801bfc0919fb74ba617a570e0b67c24fb,1000276,20,13,2,0.14323086584080455,2025-11-20 04:50:25.504687,True,TransactionCreated,False
57,0x0647c786a0c2727043479ed3a3e262b2a944d5f7f95effb0e7f7881e1203d3d8,1000283,62,25,10,0.37464059020274,2025-11-20 05:20:25.504687,True,TransactionCreated,False
58,0x8896de1943ba715c4fefffb1a9e0716887adb98153d34bf2d07429fd660b8e14,1000290,13,16,1,0.10873087460431943,2025-11-20 05:50:25.504687,True,TransactionCreated,False
59,0xcd4d7d7d66bfaf55a85bcc11c4e3a1ee267bc5a4c072e526cd6be8f4e799f70b,1000297,58,26,4,0.05724508639019106,2025-11-20 06:20:25.504687,True,TransactionCreated,False
60,0x420372ff91a894fd6aa18fc83359995b0dd81483af2e6572493ec33975294545,1000300,37,22,10,0.9106273578456929,2025-11-20 06:50:25.504687,False,TransactionCreated,False
61,0x76495d3b8c30663cd274f96337d71d12ebb20ed257cbd954e3f2fc3d60601e30,1000309,10,1,2,6.008577161054052,2025-11-20 07:20:25.504687,True,TransactionCreated,True
62,0xabaea8b5c00533feae5edba689f483c912ca0dd5c50ac24292d924cf43049f43,1000315,3,8,10,0.11469336863653216,2025-11-20 07:50:25.504687,True,TransactionCreated,False
63,0x593d66120783585dbbb8e37834d7b9d5b626bd79ff5e98c5b8c37a319a84310a,1000323,34,29,9,1.4262033898161652,2025-11-20 08:20:25.504687,True,TransactionCreated,False
64,0x65ee1f7a37ef6499b7fd8494142694702284fb8c80143e98656007cc1b9a8650,1000324,34,9,2,0.012350472649934413,2025-11-20 08:50:25.504687,True,TransactionCreated,False
65,0x015d51094415f8191ff2c65b7e75ba92f2e0ff6439e3d35e774e53bdac879b90,1000328,30,24,9,0.20269269593043046,2025-11-20 09:20:25.504687,True,TransactionCreated,False
66,0xe187d27b093256368a1a242a7b977bb8344768eefd719b35b16f2c2a1a750b06,1000335,37,13,1,0.010945452746728175,2025-11-20 09:50:25.504687,True,TransactionCreated,False
67,0xf74fbfa43d5d52f8bad6f0ec644dc13b59ea6fa482038319dd42cbc835152bb8,1000344,68,17,7,0.07674904249224511,2025-11-20 10:20:25.504687,True,TransactionCreated,False
68,0xa1ebb847152bbd9f4b79d0423182e19a86ff504badea203cf11277be6583b076,1000347,34,28,6,0.09927387180428106,2025-11-20 10:50:25.504687,True,TransactionCreated,False
69,0x6fe2398e5ee42844d3d3b0682bce1205aa6aa17d5d347d22deda30877d9565f8,1000353,32,22,6,0.8312476117622416,2025-11-20 11:20:25.504687,True,ContributionMade,False
70,0x2d22928b3c6de8ab68b2e3d754c370d8f0738da428add83a3b718cd587ee6fcd,1000361,85,25,2,2.4837642342993957,2025-11-20 11:50:25.504687,True,ContributionMade,False
71,0x0fdb2afd14e44f342b04c8c832017f07c6e7b5bdee8293c5742538c2366bb35b,1000364,58,9,1,10.09908567314996,2025-11-20 12:20:25.504687,True,DonationReceived,True
72,0xc25b171a68076555810cb59a72b908cc027d2fc370cc50d0d7a3b096440fd9a5,1000370,24,7,10,0.504111172309883,2025-11-20 12:50:25.504687,True,TransactionCreated,False
73,0xd8874080742a6686cfad2acedc07b2b77c4cbcf0c96b9478ad6dce60e31113d0,1000379,9,23,8,0.6417306926039437,2025-11-20 13:20:25.504687,True,DonationReceived,False
74,0xe3142eb7300b92e861ec8912ac9d125886b235a41c52fd7108db2a06ce944d0e,1000388,41,20,8,0.36993179195096715,2025-11-20 13:50:25.504687,True,TransactionCreated,False
75,0xe86785b45a132c68459dbb1f22bbe8e67aff9a853b07617b4634700e32c9b1b2,1000394,24,23,2,0.2745611743921674,2025-11-20 14:20:25.504687,True,TransactionCreated,False
76,0xaeeada005f471f37b50e30c14d77a2ac39ad5afa9215ace4d949c49b426531b8,1000399,25,10,4,0.5891020616190646,2025-11-20 14:50:25.504687,True,DonationReceived,False
77,0x0ccaed30cff534480c1c54a62291fc2904deb4ba6320be7c2ce1a32c02b17587,1000400,36,21,4,1.8081247412925692,2025-11-20 15:20:25.504687,True,ContributionMade,False
78,0x924647b404352efa41a5ceb545a6b40738d9b50229fbb3f5e6935a0d76eaaf82,1000403,8,27,2,0.014659847228547863,2025-11-20 15:50:25.504687,True,DonationReceived,False
79,0x1024da1b2eee36c2fe873c0000f72e52a4cedce6f1f5c5a2599fd4fb18727d8d,1000406,93,26,9,0.1885007466079669,2025-11-20 16:20:25.504687,True,TransactionCreated,False
80,0xe22179076d6203840e4c774bf8e0321e7681ddf3de5a272dbccf1cc2a5f17061,1000410,89,5,4,0.20028341440023,2025-11-20 16:50:25.504687,True,TransactionCreated,False
81,0x9bf5b119c7eeb16276d7d6a5c646008d4c4242885e066fd9937533f1d1bd347e,1000415,59,17,4,0.2674318313312387,2025-11-20 17:20:25.504687,True,TransactionCreated,False
82,0x5de3ca671b6ed1171ea8b0e8e09c91f5506717854b8fcba80a28a1b331e2c205,1000423,35,2,4,0.49294387536799017,2025-11-20 17:50:25.504687,True,TransactionCreated,False
83,0xf7b240969c0ba8769e644ac407ba03e8d84322b49045f6bf82ef1fd2b8b68c14,1000432,38,9,5,0.3605194439424634,2025-11-20 18:20:25.504687,True,DonationReceived,False
84,0xc3e1f885a57503c6cc18776312b5bb4b755034ba2c805594be49dc4571503d92,1000439,92,2,10,0.09453329401079638,2025-11-20 18:50:25.504687,True,TransactionCreated,True
85,0x82e50b537ca839b95036bfe07b9ba549aed81456ff48069638dbffa43c63e28f,1000445,83,10,8,0.26518228454222526,2025-11-20 19:20:25.504687,True,TransactionCreated,False
86,0xa706877c5a372c8c11bceb6b93978647f31aefb580a9b698989ac2ac4773eeba,1000448,32,27,4,0.4830671500262462,2025-11-20 19:50:25.504687,True,TransactionCreated,False
87,0xa00e3575b8ee8d19014338a75015a1efc94d455d5d1d9dced2d5c7bcab00fac1,1000457,51,12,3,0.35142174401968035,2025-11-20 20:20:25.504687,True,TransactionCreated,False
88,0xaebb58f32bf7fa9d8ba481266551953b2cac10aa4f1167c97df3ed0a60a3715c,1000458,28,2,1,1.0281042229064274,2025-11-20 20:50:25.504687,False,ContributionMade,False
89,0x5b84934bfb9ea479b7167fa54a8c2bcc938576a120f8c602334d2206a9d01c3c,1000467,56,15,2,0.25424390484870896,2025-11-20 21:20:25.504687,True,TransactionCreated,False
90,0x34a1301099c3369aa884900517c8c34fa7242b922cb6e669744d3693e13cc78f,1000470,99,25,4,0.06319103290991979,2025-11-20 21:50:25.504687,True,TransactionCreated,True
91,0x2f6dbd8a39e2402e7a7ec31c7793218064736c4ed4d88c8b5548976654c32f25,1000479,8,3,9,0.16766540643476138,2025-11-20 22:20:25.504687,True,TransactionCreated,False
92,0xe3bb52e3e84c691dd48fa2d8dfae536f7545470fa6e99fa1ed80af95803f3e8a,1000480,41,2,1,0.07290183898649244,2025-11-20 22:50:25.504687,True,DonationReceived,False
93,0x44500e82308e717ef6a50e696cd801a8c8c5533420e0bfec6f0029e3fff3102a,1000488,23,7,6,0.14399460877655443,2025-11-20 23:20:25.504687,True,DonationReceived,False
94,0x327d90d1c637ac2580072404af57cffd22bfaa983e3b617528476d7621f62213,1000494,54,28,6,0.22477748223002708,2025-11-20 23:50:25.504687,True,TransactionCreated,False
95,0xf7b00bd4a4ab05048bd457a0d1f8254a1de630c356e6d62f5c73c71e98879dc9,1000503,23,9,10,0.5645187158734496,2025-11-21 00:20:25.504687,True,TransactionCreated,False
96,0x01594bd8419380a0b6a29182f1b79559a66ace53a853b232e1d41525ea980ff5,1000507,32,11,3,0.19590685344911396,2025-11-21 00:50:25.504687,True,TransactionCreated,False
97,0x8a3ab1c3029894ea52f4a7531d8cb00c3608320938cd9ff5f5091a5123a4e8be,1000512,10,29,10,1.0775533476963486,2025-11-21 01:20:25.504687,False,DonationReceived,False
98,0xe3ca8a927b0a88913c76046ef3efe08d4af17ac12d90af1df6915e23aec7d295,1000518,81,22,9,0.17802893103619555,2025-11-21 01:50:25.504687,True,TransactionCreated,False
99,0x067ad72d908c5a860bb054817a41c9aab59731ba4eb11e5fa98c35f6ca573be0,1000527,35,28,10,0.07363171614535184,2025-11-21 02:20:25.504687,False,DonationReceived,False
100,0x62d5180554fc409b4162ce3223403bba79684ce9378c6df6f43d90996f004c85,1000533,99,16,3,0.0924817723688409,2025-11-21 02:50:25.504687,True,TransactionCreated,False
101,0x2c265854960b6f2d8e58ce46cfd3ef6c0674145b1d550d0daf92d99eb23189ba,1000542,63,7,1,1.3634625880973925,2025-11-21 03:20:25.504687,True,DonationReceived,False
102,0xd66e5e25edb77ac8e0d02297e90c112c501cfecf04fcc6f7906c49026906400d,1000544,67,29,2,0.3033145613066025,2025-11-21 03:50:25.504687,True,TransactionCreated,False
103,0x0a8ac2ec4af9bf85b8770c85f82b2586dc2218ce2a4dd8712ff1f755be873eb3,1000548,36,13,4,0.2580246785864137,2025-11-21 04:20:25.504687,True,TransactionCreated,False
104,0x80c11cc5e3fca9c2225df7a6d3ab3a9eafada1df08beb1c7ef8378994fcd6f93,1000551,93,3,4,0.03569477119329651,2025-11-21 04:50:25.504687,True,TransactionCreated,False
105,0x0242fbca6b8eb5c90f6e24f939445d9b9cca5f77a87ca1ddb9baef0911b2961d,1000555,49,11,2,0.6608549244860583,2025-11-21 05:20:25.504687,True,TransactionCreated,False
106,0xf0fd58e252dc0dcfb49dca365964ee3f66573943b0b704e55c4f2e4b7d1f587d,1000556,46,3,10,0.593152445545061,2025-11-21 05:50:25.504687,True,TransactionCreated,False
107,0xa77ec67c5117a05cf5fa3baceafc92ca2eefcc023aa425adebf4255ed710f3f6,1000558,27,15,6,0.23559460543278796,2025-11-21 06:20:25.504687,True,TransactionCreated,False
108,0xefa922f44c9283cce2a19ca83f267ad16b4ea424b13509358dafac1a65176a4b,1000562,31,8,6,0.5884440473523598,2025-11-21 06:50:25.504687,True,TransactionCreated,False
109,0x468ae8859520f630e7b551e0cdd131f06aaeb753d52b79dcc14051359a7b7a53,1000566,34,7,3,0.2289993966628407,2025-11-21 07:20:25.504687,True,DonationReceived,False
110,0x7c79d0f336fdda6fcae7fa467fe8223490ee687ee4dd3b646b00f9dc2da116b9,1000571,76,5,1,0.037986096656556556,2025-11-21 07:50:25.504687,True,TransactionCreated,False
111,0x1a31579f3e4324d8777b767adf7cd7b96b03ccf34953e1f5e7e7651e6abdfd4f,1000580,59,6,10,0.6698950749379701,2025-11-21 08:20:25.504687,True,DonationReceived,False
112,0x597fd72bfbd6006ee986947185c8f12b70e9eee66c0f8739a41cf8ebb52b682f,1000581,54,25,9,1.6790875294592098,2025-11-21 08:50:25.504687,True,TransactionCreated,False
113,0x1f663a8fd7cc00452c8b9de53b678cfa5e57b4d2b2c51f5fc5767d85df292fab,1000589,89,19,4,0.5224749041577337,2025-11-21 09:20:25.504687,True,DonationReceived,False
114,0x0aece4d38e8ed4936e53cce91033c05300ec07971ac6d77a9eac640b8cf6151e,1000592,66,28,9,0.1618005774109439,2025-11-21 09:50:25.504687,True,TransactionCreated,False
115,0x0d6cf1cdd1ca4d4f60723e839be46f3d08385e0b2a1f8feb0cd8877adb0a79d2,1000601,30,3,5,0.157300776404042,2025-11-21 10:20:25.504687,True,TransactionCreated,False
116,0xa6ae00f9c4476755154cf2578022a70421e726ba05275b1564233590a39c39f0,1000609,73,30,7,1.3223799546379258,2025-11-21 10:50:25.504687,True,TransactionCreated,False
117,0x836bd29b2d77ab091f70eb77f135ba8ef7be76dc8e1297d59893f79227429af0,1000617,23,11,3,0.180693232441174,2025-11-21 11:20:25.504687,True,TransactionCreated,False
118,0xe2b84b9e16e13b636f6f0581d294830354dc035ce99d3ed84789450afbe63a14,1000626,9,6,3,0.7309234214776911,2025-11-21 11:50:25.504687,True,TransactionCreated,False
119,0xb2576f271983076acf49c4647ac5c48af107b2dabbb69ca7efcc5b9d86e947e1,1000630,84,27,8,0.5148906903738926,2025-11-21 12:20:25.504687,True,DonationReceived,False
120,0x6e38b06574e008e9594e0552cf7de0059c050fdc52dde7ce5cac0e472b545906,1000635,55,24,1,0.44898211054463777,2025-11-21 12:50:25.504687,True,TransactionCreated,False
121,0x819e49355af11308ddc6fb6e2eaeb2022332f9fb77cc06a102f3c59fd4feed37,1000642,1,21,8,0.09988131479622339,2025-11-21 13:20:25.504687,True,DonationReceived,False
122,0xafbfd3c9bfc1e2577eae86c1767b269c8f2d951144c6b1adc64d579cdb3c65f9,1000644,56,14,8,0.017508524342419486,2025-11-21 13:50:25.504687,True,DonationReceived,False
123,0x1e79f84935f7ae29aa0f3e30824f57525035f6aca928bb6d010a88692ce4e3f6,1000651,39,17,3,0.3353770256858106,2025-11-21 14:20:25.504687,True,TransactionCreated,False
124,0xd8b1c7fe89d98d9d6e88d23f192aa445c660fdf1b8915aaf02124a9f58baeef9,1000654,87,3,1,2.218077012756961,2025-11-21 14:50:25.504687,True,DonationReceived,False
125,0xbbc36519aaaee76ee6de7bbcda0ec0734749f3b5ceb4d6fd96c3bc4c2e3ed32c,1000660,18,29,9,0.1089287139039317,2025-11-21 15:20:25.504687,True,DonationReceived,False
126,0x94f4a63c385e315ff1453dc261cad5c3533e38622553ee838f311436da4593cb,1000666,42,24,4,0.3848759613832917,2025-11-21 15:50:25.504687,True,TransactionCreated,False
127,0x1c989e6329def284ce2e4f1a3911b70fffd64ea70a64369e1be00abf0eb49619,1000672,96,4,7,0.5558172979929737,2025-11-21 16:20:25.504687,True,TransactionCreated,False
128,0x73b29a71aac2b29a0510f1b5d35b8fc9b970c7859e45fc5831aa8f1f981b78b9,1000674,73,9,9,0.3305120640433773,2025-11-21 16:50:25.504687,True,TransactionCreated,False
129,0x89f81f36b102b375a1e8d1ceb4b3c6749dd417d1f9b5753c35defc378f0c3315,1000683,75,13,3,0.35355592370762995,2025-11-21 17:20:25.504687,True,TransactionCreated,False
130,0x26fcafa43472d6ed5bf0c6dc6dfeb085eb14ca367fadea04e20b2d5d6f7ca324,1000691,65,6,5,0.5412132504723561,2025-11-21 17:50:25.504687,True,TransactionCreated,False
131,0x8c5e8e51c4ba87603b6fa6e57ac59f23d20e94e001c357cf202b24abb3c38632,1000698,75,10,10,8.434443786656793,2025-11-21 18:20:25.504687,True,ContributionMade,True
132,0x525acaccb85b3e4c5a273799f296acb8372f62bee6da99aa51a2f5d3509b0277,1000707,33,20,3,0.2026982653416475,2025-11-21 18:50:25.504687,True,TransactionCreated,False
133,0xa35e76a6c38b95dba244d47f8c8c558353af06d9ab586c61bae8985c203dd2db,1000711,30,20,5,1.1476817737065552,2025-11-21 19:20:25.504687,True,TransactionCreated,False
134,0x02fdd3cced78259ae4f5395f6896501089986fc15a300b4b1303a59306d18c27,1000713,5,26,2,0.33169795850074235,2025-11-21 19:50:25.504687,True,DonationReceived,False
135,0xc72313aaafd81bbcf2eaae3406fd9f683dd5a1bbd3194e6c0e9969c55b775241,1000717,50,21,4,0.5421734704152114,2025-11-21 20:20:25.504687,True,TransactionCreated,False
136,0xed4d89094b5da6854b6c0ad4e1364b5126a1b5490bae9a3a1301c751be598684,1000720,65,13,2,0.05631210184239722,2025-11-21 20:50:25.504687,True,DonationReceived,False
137,0x6afed6bfb26089c5f46494fa9a69e6cae229bce25be5cc2277693e3242c76fc2,1000722,10,23,3,0.33910887694001146,2025-11-21 21:20:25.504687,True,TransactionCreated,False
138,0xf8bdc486e65185704b09afd77081b80b9dfd8386a5e4a81dcadb1abe8b27afe8,1000724,60,14,5,0.008118782385301861,2025-11-21 21:50:25.504687,True,TransactionCreated,False
139,0x7f3b03d81f2975f7f6dcc48351e1196c1eebec1e86a22649dd5cb7802a656752,1000732,77,12,9,0.24798881708318452,2025-11-21 22:20:25.504687,True,TransactionCreated,False
140,0x1b6bbba02ba3cd04921e27f5cd6b55fbf2bcd7b6654974880562f6aa6fdca16e,1000737,27,23,3,0.02801234044495917,2025-11-21 22:50:25.504687,True,DonationReceived,False
141,0x04866acb172e72961f3a5a84c8e497fcc063454b0b8189185a8c55cad1726420,1000743,72,13,10,1.1364201329386763,2025-11-21 23:20:25.504687,True,TransactionCreated,False
142,0x721f03c7c2d038c0bda18f1c2628f52809201fb76118cc5495f8fa6e99d831b7,1000751,28,10,6,0.5585996624829895,2025-11-21 23:50:25.504687,True,ContributionMade,False
143,0x3c8ee3e78c8930fe2834643e1e1cc39c9ce872fedf8d4a24c9c37cb49b783615,1000758,45,7,4,0.7848114673439748,2025-11-22 00:20:25.504687,True,TransactionCreated,False
144,0x7b667f646cd9246e8e13b60c18c96b9652921a53f425ab2dedff783e8b626d02,1000765,52,5,4,0.3152547491262615,2025-11-22 00:50:25.504687,True,DonationReceived,False
145,0x536d208fe57271bf3290ecc6a913857165cd860d7a9e2d1b2a5cd29f4576da72,1000772,66,12,10,0.9549261436855063,2025-11-22 01:20:25.504687,True,TransactionCreated,False
146,0x3ff5a68c0ce77532a25c76a0af56b68aa9401e348ae02f4ff23ed23defccee0b,1000779,62,29,10,1.0319439242358845,2025-11-22 01:50:25.504687,True,ContributionMade,False
147,0x736115d1ee5ae1367e2dec8177fcffd30c01debd8c1156c6efc85d7a5104d87d,1000787,76,25,5,0.22066395974140895,2025-11-22 02:20:25.504687,True,TransactionCreated,False
148,0xc34c4524f19f0a0f9613461d5068443ff2847849818a35f5516c5ad0160e0073,1000788,91,2,7,0.23648794774231358,2025-11-22 02:50:25.504687,True,TransactionCreated,False
