donation_id,amount,sybil_score,tx_hash,created_at,donor_id,proposal_id
34184faa-de33-48f8-b934-e5760b2d9ae8,356.66000000,0.74,0x513a9d998410,2025-12-02 21:25:01.189261+04,93856de4-650c-4b0e-ae51-e62921d9ea03,fc1f08ce-db6e-4017-a0b3-004a5a22276e
278ae39e-1397-4de8-bcfe-58a02f5c032f,346.13000000,0.96,0x4d5c474900e9,2025-12-02 21:25:01.189405+04,f4abe80d-0cca-436d-9e5b-483aa62384bb,1a782e94-65e3-4d2d-b713-7fe4550e925f
d61cdabc-663f-4fec-964b-ec5d9fc19e3c,158.24000000,0.48,0x44408855270a,2025-12-02 21:25:01.189547+04,93856de4-650c-4b0e-ae51-e62921d9ea03,5a4a58fa-df69-443b-8b2d-3b9fc47cee12
31d1de34-0266-4eeb-a6ee-1ae2202ebde4,23.30000000,0.4,0x126c4850a17d,2025-12-02 21:25:01.189696+04,26160885-0e8f-4818-97fc-62fdb14c06bb,e397c762-33bc-4e5b-a846-1900060ca825
16b2b0d2-a103-48ef-8073-a56a49a3343b,156.20000000,0.85,0x706c05f41927,2025-12-02 21:25:01.189841+04,7645dcba-523d-44d4-8d55-b93311636127,bd78fb59-edf6-4529-a136-40888b87ee3f
ef3482c1-8ba8-4676-afae-457420d082eb,352.67000000,0.67,0x57890025752c,2025-12-02 21:25:01.19005+04,26160885-0e8f-4818-97fc-62fdb14c06bb,af0ea805-e7c0-461f-a29d-81be2239ae30
5b8d0e28-d7ad-48c5-9c33-88eba93c2e63,303.31000000,0.77,0x67a2cc09f02b,2025-12-02 21:25:01.190224+04,81c71407-3660-4617-9e22-2f0bbfb89acb,bc209bb7-b58e-4700-8892-1844fc2a40a7
8878807b-23e3-49ec-83db-01553a77bd72,55.02000000,0.88,0xa20be5107465,2025-12-02 21:25:01.190384+04,81c71407-3660-4617-9e22-2f0bbfb89acb,e79ec8a4-aa85-4a9c-8eef-022652c1b9e9
8d546716-a6b4-4940-89fb-24e0e9fa6975,374.88000000,0.18,0xa02209c14449,2025-12-02 21:25:01.190683+04,32d4b70a-86d9-44f9-8293-4b22d373b991,976c0777-1964-42da-8cd4-f50356392eca
30c13e52-e3be-46b2-92b5-964d60abeb5b,275.98000000,0.03,0x94369182c1ec,2025-12-02 21:25:01.190836+04,32c31985-501f-482d-b583-82ff39c7bd94,5eb91be7-760b-4b5e-8e0a-e03d14507128
b2f70ff0-fa20-4f11-8e58-f51fd2834352,424.62000000,0.81,0x7613437d9f84,2025-12-02 21:25:01.190989+04,ba0247b1-2bb6-4edf-b4f3-940c07c2fefc,a633c34e-3c8d-4404-900c-6aa9fed5e26a
2fd9cc22-620d-4d7a-b92d-dc5d7f9667ea,492.64000000,0.77,0x3b5f6c33aefb,2025-12-02 21:25:01.191139+04,82e64c86-6974-493a-8f92-0fb19b3b9f91,5eb91be7-760b-4b5e-8e0a-e03d14507128
7feb3224-5cfc-44b1-821b-2e58d91a0be7,73.85000000,0.56,0x9722f77c4748,2025-12-02 21:25:01.191287+04,bf413c30-a4c8-4beb-9956-068436d35d54,1a782e94-65e3-4d2d-b713-7fe4550e925f
5b23d3cb-f6dc-4ae4-a350-60a01f30ead3,211.09000000,0.13,0xa577ffaf66ba,2025-12-02 21:25:01.191436+04,11e1ee5d-af3a-4cbb-8872-de7402fdfcd4,243ec0f0-3604-4615-84af-1ad9f14ef312
38a0ce91-2028-482c-87d1-9a9c75980bbd,452.60000000,0.42,0xa56382a4d0c4,2025-12-02 21:25:01.191582+04,b5cdf886-b8fa-42c3-a2f0-cd1aaebb8722,7b7f8ef2-63e7-4ea6-8b1d-fc6a3c0f9f22
fd5092b2-bf08-4d85-91f1-9bfab55f29a6,43.49000000,0.31,0x47a7ec3f6ef7,2025-12-02 21:25:01.191727+04,6328e51a-4589-488f-8478-5bc11d9f8d58,a146e1b8-47e7-46b7-a721-4b8ef4ee3866
32b98f58-58fd-4434-b8a6-2d563deb09c0,280.97000000,0.12,0xb52b8a7d3104,2025-12-02 21:25:01.191874+04,93856de4-650c-4b0e-ae51-e62921d9ea03,1dd9e485-066c-49be-b310-ffb3331997f3
17e02b8e-d02e-48f0-b1bc-d0258d9d8fdb,116.16000000,1,0x364f4d537d0f,2025-12-02 21:25:01.192025+04,93856de4-650c-4b0e-ae51-e62921d9ea03,b57c2f13-a702-4a80-a15d-e4f065834f6d
2c6353a9-ce55-45e1-b93f-e3958de8b070,356.59000000,0.04,0xf357f3dc51bf,2025-12-02 21:25:01.192174+04,23fe1edc-a7f0-4a19-b891-c96b0d9ba084,27158a41-eaa6-4309-b2e4-34469024c76d
c80cce75-b025-4585-905b-9ef1d42d6169,154.95000000,0.15,0x882e874533e1,2025-12-02 21:25:01.192327+04,4495e651-ef8a-4c18-aefc-7501ae3af1d6,26e009d4-b3b8-40c4-afdd-edb22cdf2a06
d1339aa5-c6f5-4f90-9518-03d34e65c6ed,417.62000000,0.61,0xc5ba4ac049bb,2025-12-02 21:25:01.192476+04,11e1ee5d-af3a-4cbb-8872-de7402fdfcd4,9569da06-9ab8-4456-9db3-e95a8ede826a
db63b894-7cac-41e5-988a-238136ebfee4,358.48000000,0.63,0x0acd4d4e24cc,2025-12-02 21:25:01.192617+04,8d980f07-2304-4f04-b93e-52889ef82af3,4f3ecc8a-2249-4097-b584-aa3dc68cf38d
743fa0f6-b8a1-4dcd-9433-7cca1a49f10a,363.02000000,0.8,0x024349935d13,2025-12-02 21:25:01.192762+04,39f18ee0-de03-4484-ae97-129b4ed56df2,a258c96f-273f-42f6-af42-49b58469d56e
80772263-b5bf-4c8b-953c-b42aa23019f7,16.43000000,0.2,0x86d82a5493ea,2025-12-02 21:25:01.192912+04,26160885-0e8f-4818-97fc-62fdb14c06bb,243ec0f0-3604-4615-84af-1ad9f14ef312
6e2b583a-f952-417f-afba-cdfed7bc1af5,108.11000000,0.21,0x1f68787e450e,2025-12-02 21:25:01.193058+04,11e1ee5d-af3a-4cbb-8872-de7402fdfcd4,d2790f00-f9d0-46a2-9d97-f7d45853ce66
a5599539-e8ea-4723-aa75-ba1eef6852a4,170.29000000,0.56,0xce64aa62c299,2025-12-02 21:25:01.193206+04,82e64c86-6974-493a-8f92-0fb19b3b9f91,e397c762-33bc-4e5b-a846-1900060ca825
5e253759-4243-4030-83ec-1bb7fd1b87e0,274.41000000,0.09,0xe808c61c5ff3,2025-12-02 21:25:01.19335+04,6328e51a-4589-488f-8478-5bc11d9f8d58,27158a41-eaa6-4309-b2e4-34469024c76d
bc089ffe-a717-4878-94ab-5cd83cf8d6e7,98.27000000,0.1,0xea44d97d68da,2025-12-02 21:25:01.1935+04,81c71407-3660-4617-9e22-2f0bbfb89acb,b347046b-1847-45a6-870c-26a61beb2ebb
610b6f05-61a4-4152-b579-20666f950e8d,58.33000000,0.08,0x401b0b08c040,2025-12-02 21:25:01.193647+04,93856de4-650c-4b0e-ae51-e62921d9ea03,9e2e6b5a-7ff7-4f3d-b2ca-0e7904ed7db1
cc0a8153-954e-407e-86fb-d49897bb0434,492.80000000,0.97,0x3a6a9e0e1b33,2025-12-02 21:25:01.193793+04,d5aa8235-3708-4dfb-bea4-32461377cc34,d2790f00-f9d0-46a2-9d97-f7d45853ce66
da0b2e9d-ede2-45ee-8639-b33fa314ee17,450.30000000,0.63,0x68b27c6408c0,2025-12-02 21:25:01.193939+04,868acef0-6a44-4df8-a56e-7387886c8d55,5eb91be7-760b-4b5e-8e0a-e03d14507128
6b0e9ef9-c185-4946-8c38-94f2af0d481c,357.42000000,0.85,0xefa674414e3d,2025-12-02 21:25:01.194085+04,ba0247b1-2bb6-4edf-b4f3-940c07c2fefc,5eb91be7-760b-4b5e-8e0a-e03d14507128
8d5761a6-95d7-402a-80fc-0e4512a1dc9e,314.69000000,0.1,0x5f1fb53476de,2025-12-02 21:25:01.194231+04,54e9fab4-d6bd-477b-8a8a-2b28126b7bfc,9e2e6b5a-7ff7-4f3d-b2ca-0e7904ed7db1
ef2794ba-964a-4a03-9694-53fe4765ee87,486.62000000,0.21,0xc17e2a4bd1b2,2025-12-02 21:25:01.194509+04,32d4b70a-86d9-44f9-8293-4b22d373b991,5f842497-6330-44c3-a73d-76ae5b9f5fa0
23e04699-89dd-4050-95a0-0a332a94e178,120.00000000,0.58,0xeaedd9bacd88,2025-12-02 21:25:01.194653+04,4495e651-ef8a-4c18-aefc-7501ae3af1d6,ab77f481-e0bc-4465-974f-6452dd49e4d5
c18a1265-c864-4a2e-a098-48477c269d18,22.85000000,0.1,0x26c88b0e0bec,2025-12-02 21:25:01.1948+04,9b41ee75-adbb-489c-8c06-97c5735ee875,e79ec8a4-aa85-4a9c-8eef-022652c1b9e9
f19f3bae-a553-4634-b180-00b5a4345794,325.77000000,0.52,0x35a64ef07973,2025-12-02 21:25:01.194945+04,32c31985-501f-482d-b583-82ff39c7bd94,fc1f08ce-db6e-4017-a0b3-004a5a22276e
716f1f8e-5784-4430-819b-b37284c7a898,293.31000000,0.78,0xd1377a9b5aa0,2025-12-02 21:25:01.195089+04,23fe1edc-a7f0-4a19-b891-c96b0d9ba084,5a4a58fa-df69-443b-8b2d-3b9fc47cee12
6b772d58-8f69-4a9a-b7d5-64255abb0678,454.68000000,0.34,0x7c2e50599c4a,2025-12-02 21:25:01.195238+04,19b34f88-afbb-4680-a6ce-3d7b449d1e16,c7723fe3-1235-4f2d-b62c-571b98aab3bd
b92d07bc-14ec-4101-abb2-4ff67884cd79,318.18000000,0.65,0x373599600233,2025-12-02 21:25:01.195377+04,ba0247b1-2bb6-4edf-b4f3-940c07c2fefc,7b7f8ef2-63e7-4ea6-8b1d-fc6a3c0f9f22
857ef10d-0b59-4444-b399-ef9319dded81,122.54000000,0.45,0xe6ddef89836f,2025-12-02 21:25:01.195522+04,223c30f3-03ff-4137-8625-abe64f31500a,bf6a99bb-221f-4b7a-9926-2dec719f39e4
8b47d525-f9fb-4596-94c3-108ba9bb443d,122.04000000,0.41,0xb07266765bb9,2025-12-02 21:25:01.195663+04,39f18ee0-de03-4484-ae97-129b4ed56df2,a258c96f-273f-42f6-af42-49b58469d56e
df31c4ba-343a-4053-ba3d-40b8a029dd49,40.33000000,0.81,0xd89683f17d03,2025-12-02 21:25:01.195807+04,ef5b1de2-1f21-4115-a310-51656a85790e,a4c2d1ce-244c-4260-99e4-b70b41f5c597
5d20fa9e-3b14-4a37-bb90-2e1e67180bd7,226.57000000,0.73,0xeb45f2e5362f,2025-12-02 21:25:01.195951+04,23fe1edc-a7f0-4a19-b891-c96b0d9ba084,00b220aa-318d-414f-8b3b-bb5ddd67d4e7
8670796d-6da2-4e9c-a7ec-955a9a2f75b1,443.52000000,0.09,0x58919e7f4adc,2025-12-02 21:25:01.196092+04,32c31985-501f-482d-b583-82ff39c7bd94,fac25571-0bb4-4826-8217-1153c8657213
a362e992-40a6-496c-86ec-20b835393b34,490.93000000,0.54,0x0bb56bc27815,2025-12-02 21:25:01.196233+04,39f18ee0-de03-4484-ae97-129b4ed56df2,979eb2d6-5f7f-490c-b924-5fa866fc3fee
08b01910-a7de-40f5-adce-d3ade1635764,306.66000000,0.86,0x1a85e2ecf188,2025-12-02 21:25:01.196379+04,81c71407-3660-4617-9e22-2f0bbfb89acb,e397c762-33bc-4e5b-a846-1900060ca825
cfbfc393-bee7-4c5a-96e0-48c3c5c6b677,92.49000000,0.63,0x0b0f18d4697a,2025-12-02 21:25:01.196517+04,223c30f3-03ff-4137-8625-abe64f31500a,ab77f481-e0bc-4465-974f-6452dd49e4d5
39ef9c59-563d-41bc-9e1b-c264930553b4,365.93000000,0.5,0x1fd6859f647b,2025-12-02 21:25:01.196657+04,82e64c86-6974-493a-8f92-0fb19b3b9f91,f1e324e7-91d2-49af-a726-765ecc1b874b
5b466436-c261-467b-a289-51aa06cc2e77,35.58000000,0.87,0xa5029fd0da89,2025-12-02 21:25:01.1968+04,633b1dbb-3c04-4021-8ed3-3adbf3f71262,26e009d4-b3b8-40c4-afdd-edb22cdf2a06
e04024cb-ca0d-430f-ac30-28fba52c8adc,449.38000000,0.98,0x54e13434f8e3,2025-12-02 21:25:01.19694+04,223c30f3-03ff-4137-8625-abe64f31500a,d2790f00-f9d0-46a2-9d97-f7d45853ce66
317554c9-9ee0-415d-be9a-9b56af2a7915,471.73000000,0.7,0x60ad1401691c,2025-12-02 21:25:01.197081+04,ef5b1de2-1f21-4115-a310-51656a85790e,b347046b-1847-45a6-870c-26a61beb2ebb
91c57ec0-f85d-4db8-870f-dd8f4d21d7c3,450.23000000,0.41,0xf875e2cc8fe5,2025-12-02 21:25:01.197217+04,19b34f88-afbb-4680-a6ce-3d7b449d1e16,06921a5c-574a-414a-abec-7674b0563a2f
c4b72040-dd1b-4d92-ad7b-7525869c18f4,95.78000000,0.04,0x8585db64df97,2025-12-02 21:25:01.197357+04,ef5b1de2-1f21-4115-a310-51656a85790e,e397c762-33bc-4e5b-a846-1900060ca825
a106f59f-a93a-421d-ba0d-37b6760471f0,343.64000000,0.35,0xcb532e30007b,2025-12-02 21:25:01.197499+04,8d980f07-2304-4f04-b93e-52889ef82af3,1d7a6714-eb6d-4a1c-a289-6794c0464c22
73055e3c-0b0c-4115-83eb-63f4af89347b,290.25000000,0.36,0xeb048639088a,2025-12-02 21:25:01.197639+04,7645dcba-523d-44d4-8d55-b93311636127,5f842497-6330-44c3-a73d-76ae5b9f5fa0
fc66fc16-db41-4167-a84a-1ab10e276e48,274.83000000,0.3,0xcc7c5e207e55,2025-12-02 21:25:01.197776+04,4495e651-ef8a-4c18-aefc-7501ae3af1d6,e397c762-33bc-4e5b-a846-1900060ca825
f144c1cc-12d1-4cef-afec-e5d4ace605f4,295.12000000,0.6,0xcfdf89360b05,2025-12-02 21:25:01.197915+04,32c31985-501f-482d-b583-82ff39c7bd94,a258c96f-273f-42f6-af42-49b58469d56e
d5998abf-14f7-4b92-98ec-8a93c3df5934,245.11000000,0.25,0x2289bf718d82,2025-12-02 21:25:01.198192+04,68fc3335-8790-444e-bb01-bf4813af15fc,243ec0f0-3604-4615-84af-1ad9f14ef312
f0126c2f-224c-4a25-935d-617427e61a49,152.95000000,0.89,0xc72157600d3a,2025-12-02 21:25:01.198333+04,32c31985-501f-482d-b583-82ff39c7bd94,fac25571-0bb4-4826-8217-1153c8657213
a4eeca26-a9b8-40ce-8717-65592d0575bc,229.07000000,0.32,0x1f45bae54a9c,2025-12-02 21:25:01.198474+04,d5aa8235-3708-4dfb-bea4-32461377cc34,06921a5c-574a-414a-abec-7674b0563a2f
025e4ace-cbe8-4554-b9de-7cbdf589d40d,203.95000000,0.56,0xd025d23d6546,2025-12-02 21:25:01.198612+04,32c31985-501f-482d-b583-82ff39c7bd94,9569da06-9ab8-4456-9db3-e95a8ede826a
d69c4ca3-e8c0-4522-af04-62f4e4fa72fa,409.82000000,0.62,0x4f526c2d5750,2025-12-02 21:25:01.198749+04,82e64c86-6974-493a-8f92-0fb19b3b9f91,5eb91be7-760b-4b5e-8e0a-e03d14507128
a6003c41-430a-4012-82ff-54103a24ef13,445.01000000,0.44,0x0447d1142bd4,2025-12-02 21:25:01.198884+04,7645dcba-523d-44d4-8d55-b93311636127,bd78fb59-edf6-4529-a136-40888b87ee3f
935ee8cd-1acb-484b-bdf5-7f55231bd344,166.42000000,0.25,0x54e22c7cc65f,2025-12-02 21:25:01.19902+04,93856de4-650c-4b0e-ae51-e62921d9ea03,9e2e6b5a-7ff7-4f3d-b2ca-0e7904ed7db1
264353e2-3de1-4623-801f-85ac8265dd87,361.95000000,0.73,0x75596af434d4,2025-12-02 21:25:01.19916+04,19b34f88-afbb-4680-a6ce-3d7b449d1e16,b347046b-1847-45a6-870c-26a61beb2ebb
94502112-74a7-47cc-862a-95dd754dd7ac,29.42000000,0.88,0xbdf0320c77aa,2025-12-02 21:25:01.199291+04,9b41ee75-adbb-489c-8c06-97c5735ee875,5eb91be7-760b-4b5e-8e0a-e03d14507128
7f67e504-ca6a-48dc-89e2-5772b27bf2a1,108.68000000,0.64,0x04ea0d64ff69,2025-12-02 21:25:01.199422+04,d5aa8235-3708-4dfb-bea4-32461377cc34,c7723fe3-1235-4f2d-b62c-571b98aab3bd
d2fc601b-ea46-40fb-bd80-8744bbc163ca,82.82000000,0.99,0xbed910910a06,2025-12-02 21:25:01.199563+04,76a4116a-f402-4330-a9bd-fa954ec88ba0,979eb2d6-5f7f-490c-b924-5fa866fc3fee
73d96141-812a-47a9-9b22-0c297e52ce7f,19.73000000,0.91,0x5fe2cd0be35e,2025-12-02 21:25:01.199701+04,f4abe80d-0cca-436d-9e5b-483aa62384bb,3b2f6479-c803-470e-9805-defda3bf86b9
c416ce56-6f57-4278-a2d4-cee6376909be,54.37000000,0.93,0x69c2748bdd2d,2025-12-02 21:25:01.199841+04,9cf467f2-ddd5-489f-b9c9-3509ced7b458,e79ec8a4-aa85-4a9c-8eef-022652c1b9e9
5f071833-655c-43f1-871d-c01f4461cb59,105.25609835,0.7,1fbacd310cacb98730bb733c79845f3bee412e211940fef2b030d5c03622a0a7,2025-12-02 21:44:46.642738+04,31e6d727-17fa-4408-b4c2-4bf880d01876,81e046fb-79d1-467c-8a28-493a49296de9
2509c51b-435a-42fa-a2fc-c38a8f7d4363,267.05065746,0.52,aa3758c3aaf2f44b960512fb5412e38e56d1ed344f5368379336f24e9d01dcb8,2025-12-02 21:44:46.642973+04,696e4ba1-94c0-429a-a4de-926b60cff2de,8f6718f7-543f-4b6f-8f1b-a31c6e713f3c
94da5123-2848-465d-a09d-8e5ca07164f2,125.74000000,0.87,0x8c4df6e8,2025-12-02 21:22:14.814387+04,6e6c6a30-96ab-4938-a42e-d4769d962f08,9d991a22-418b-4792-b692-1fe155775761
a3425295-304d-4723-878f-67a394a3d279,38.91000000,0.56,0xeded00d1,2025-12-02 21:22:14.814887+04,2f80b278-e13b-4aa6-b1a7-4f6cc1d0aeb0,bf6df7bb-506a-400f-b907-e8f4f4f97807
91b6f9fc-d50a-47c7-9139-c4f7b7519337,161.64000000,0.87,0x4e804501,2025-12-02 21:22:14.815092+04,a8c39bfb-7e4c-45b8-917e-34029f1f7ca0,ab71adcc-042d-4c08-b6b2-f4706630562d
4d76b310-8cc8-42f5-9aa0-656a303b11de,114.92000000,0.94,0x31a1e851,2025-12-02 21:22:14.815278+04,4ec7cd28-4727-4632-bd49-d5d714b2d430,aff393a0-cdf4-419b-9c24-95bbc84ff487
c887c613-ff81-499f-805e-060fae665c89,427.29000000,0.82,0xa4a82e2c,2025-12-02 21:22:14.815461+04,12fef95e-2cc6-4823-bef6-8fbf07609a72,d776969e-4e67-4283-8cad-24392de7e56c
bcbcc5a7-6ff7-48e4-b4b6-75da4a589771,66.90000000,0.94,0xf8efe185,2025-12-02 21:22:14.815638+04,7cbf338e-50e8-4283-a08c-0201d820252a,9678aa31-c9d1-488e-a75d-cc40a1b4bc04
3ac1922e-91eb-49f9-ad01-f5ec4911106c,80.18000000,0.59,0x244a4f90,2025-12-02 21:22:14.815821+04,71fc9ae4-c8e2-46df-bae0-4c53dc71168c,4c73c3cb-5d1d-4916-84d5-791341654ad9
5a3387ec-34c5-4822-b383-56149f2e1946,217.91000000,0.74,0x1a879d57,2025-12-02 21:22:14.81605+04,46232977-d53b-4523-8048-f8420ccb9a22,78a39ede-94f4-4131-8e0e-cd6dced1059e
4bb70673-1be9-444a-9964-b2a203a17421,166.61000000,0.73,0x81eb3aef,2025-12-02 21:22:14.816268+04,89065879-c933-41c2-8548-28819022205b,bf6df7bb-506a-400f-b907-e8f4f4f97807
0ac53497-8d4c-49d5-9f81-dcf38bfb684b,408.63000000,0.72,0xa5375d81,2025-12-02 21:22:14.816425+04,c9d7d24a-a176-4e63-a00d-0bf932d564cb,a2e28012-aa86-41d8-85fb-721f0c69059f
d143e01b-8fd4-4ba0-b17f-b1268f2c5a60,204.71000000,0.61,0x99349c1b,2025-12-02 21:22:14.816587+04,7cbf338e-50e8-4283-a08c-0201d820252a,a2e28012-aa86-41d8-85fb-721f0c69059f
5e2548b8-d442-4905-a793-b9306ed6cfa7,378.26000000,0.57,0x65ccf7a5,2025-12-02 21:22:14.816741+04,12380bf9-59ed-47b7-a2f2-067203ab3e99,a92e4726-a206-4094-a7ac-48039d26c2d9
bbe0f234-ba9a-4a68-943a-440ca97b3e98,110.12000000,0.87,0xdc5033b6,2025-12-02 21:22:14.816891+04,8f67361a-44e7-47de-8061-1a614091ca52,4728cf16-2000-4a9b-b2c4-8b505e59d0f3
6ab63ef4-e4e3-45d1-a05a-08e35a57cb9a,389.24000000,0.92,0x481143d3,2025-12-02 21:22:14.817029+04,16991a51-e937-4d98-8c60-9668f49afa00,791c1a6a-efe2-462b-ae19-16ad13d23378
