score_id,score,verified_by,last_updated,wallet_id
0b68b833-6ea0-4207-8bd6-cf9c6e817126,0.7,verifier_4,2025-12-02 21:25:01.208523+04,618c8765-b958-44a1-9780-7102b0e501ad
32f18cbd-bbf1-4c73-ae61-2837a758c4ca,0.32,verifier_10,2025-12-02 21:25:01.208649+04,e58cab66-6803-4028-a726-14c0741986b0
c22bf3a0-6a50-4cc6-8fc4-7d085c5c7d62,0.1,verifier_4,2025-12-02 21:25:01.208772+04,39983f03-b27b-4e8a-989f-2e8ad6d667b8
51895259-d0c2-4a1d-8122-1d4f8bafddab,0.52,verifier_10,2025-12-02 21:25:01.208894+04,9dbbd28d-e6c2-4695-926e-6dc92dc60619
ecfb8c84-76ad-4b58-a577-3b134ce7a673,0.5,verifier_7,2025-12-02 21:25:01.209017+04,fa5c60dc-a978-42e9-814b-d7808cb73ed1
d20c62dd-9ad9-44aa-bee2-301c85975eb9,0.62,verifier_3,2025-12-02 21:25:01.209139+04,618c8765-b958-44a1-9780-7102b0e501ad
dfcf9a34-5376-4390-8346-10d79416cbc7,0.55,verifier_7,2025-12-02 21:25:01.209263+04,9dbbd28d-e6c2-4695-926e-6dc92dc60619
2a9e1264-df88-42fd-8697-14d274005351,0.03,verifier_2,2025-12-02 21:25:01.209387+04,628ad412-fa5b-4315-81bd-115dfc1c4e30
54b748ce-d7d7-450a-aa77-56a7f857173e,0.81,verifier_2,2025-12-02 21:25:01.209509+04,e58cab66-6803-4028-a726-14c0741986b0
7d7ecc60-00de-4864-8fcc-ae2d00c6cad1,0.26,verifier_1,2025-12-02 21:25:01.20963+04,618c8765-b958-44a1-9780-7102b0e501ad
5bba3cdd-a127-4218-866a-54ff013cfb42,0.51,verifier_1,2025-12-02 21:25:01.209751+04,8003b90e-ada6-4637-8b7e-0641e63d38be
2ff5e44e-206c-431d-b4a9-638e695545a3,0.4,verifier_4,2025-12-02 21:25:01.209874+04,75060a22-920b-4953-b3d9-cb4a1b6385d2
1b3b998c-b24b-4652-b77f-c25d935b5513,0.64,verifier_8,2025-12-02 21:25:01.209996+04,5c55359a-c012-4106-b448-ce2fb0ed907e
b67decb9-7d08-4550-b5c2-4b4316de92af,0.49,Kathryn Thomas,2025-12-02 21:44:46.629588+04,2e04bb45-72a4-4331-b2de-002eb1fe7541
041c8374-3c17-4097-bff6-604eac86001b,0.55,Linda Trevino,2025-12-02 21:44:46.63072+04,2e04bb45-72a4-4331-b2de-002eb1fe7541
ff3b0b5a-d32b-4052-bc5b-8a892fad7976,0.35,Angela Ross,2025-12-02 21:44:46.630927+04,34f80f85-063d-4a65-9d55-d8c90c94c053
b048c6bd-9094-4fe5-97e3-ceae3cfc4250,0.24,Ryan Lowe,2025-12-02 21:44:46.631134+04,34f80f85-063d-4a65-9d55-d8c90c94c053
d9b5544f-9447-4ed6-8eed-0eab948c4027,0.04,Ethan Flowers,2025-12-02 21:44:46.63133+04,34f80f85-063d-4a65-9d55-d8c90c94c053
d0ae527d-48ff-4b78-a6c2-712f11e58221,0.5,Karen Benitez,2025-12-02 21:44:46.631526+04,a5dd1500-a5a9-4571-acf5-350961b82fd6
76a52469-a8fe-4581-9441-8f37e8eee554,0.98,Kimberly Bailey,2025-12-02 21:44:46.631719+04,aba7dd08-ac7c-4cd2-8c6d-7cbdc95bdef6
cb9f9300-2024-4dae-91a2-887bea347d74,0.7,Charles Carter,2025-12-02 21:44:46.631906+04,aba7dd08-ac7c-4cd2-8c6d-7cbdc95bdef6
d1a3d707-c61c-4e10-8a98-8166017bcc8c,0.93,Brandy Allison,2025-12-02 21:44:46.632094+04,ba9f6ba7-ce46-43d1-8a4b-efe9be9ee3d0
6ec6a053-e3a0-4a00-a5bf-9c384d37a4ec,0.17,Kevin King,2025-12-02 21:44:46.632278+04,0f4f051b-0acc-4708-b34f-f4524b0efac8
3aab1f0e-3a3e-46d9-835a-0860c0851cfa,0.49,Christopher Hebert,2025-12-02 21:44:46.632462+04,0f4f051b-0acc-4708-b34f-f4524b0efac8
419a4600-6e4a-4e5d-b78c-7a6fd1b04757,0.66,Nicole Hayden,2025-12-02 21:44:46.632649+04,0f4f051b-0acc-4708-b34f-f4524b0efac8
1b3075e0-d870-48d1-8edc-8ac155cbcd53,0.91,Deborah Moore,2025-12-02 21:44:46.632837+04,8f272f62-9909-4351-a3cd-6a70e53a0ffc
bd170a34-e42b-4fd1-b025-67e4b69dc3e9,0.94,Mark Bean,2025-12-02 21:44:46.633025+04,8f272f62-9909-4351-a3cd-6a70e53a0ffc
d90b7b0e-89b4-45d4-9614-392c6f5e8381,0.09,Ebony Richardson,2025-12-02 21:44:46.633197+04,8f272f62-9909-4351-a3cd-6a70e53a0ffc
04ec8041-1c19-47bb-8cf5-ab4c4e2dbfb0,0.73,Brian Brown,2025-12-02 21:44:46.633368+04,b7af1f31-67a2-470e-9636-0af834d84c61
19788359-3004-4b98-a416-ae4765581097,0.56,Melissa Lopez,2025-12-02 21:44:46.633539+04,b7af1f31-67a2-470e-9636-0af834d84c61
b893286d-59d2-4953-8d4a-5bbe40559c52,0.28,Julie Richardson,2025-12-02 21:44:46.633713+04,700f00be-b364-4723-a1c4-0b554df453ff
a4ef0a32-e8ef-438b-9d5a-d92a18333917,0.19,Jeffery Hays,2025-12-02 21:44:46.633883+04,09c52e81-be67-410c-abe0-c01012d8ed19
