holder_id,voting_power,role,wallet_id
3fc05817-f68f-46dc-86d3-3340c50d2029,879.24754451,council,a5dd1500-a5a9-4571-acf5-350961b82fd6
3f5f8624-eafa-42a5-917c-7892866cb2b0,482.88755769,member,aba7dd08-ac7c-4cd2-8c6d-7cbdc95bdef6
96350ad6-bab0-4f79-b006-09cb10986ef4,647.88240089,admin,aba7dd08-ac7c-4cd2-8c6d-7cbdc95bdef6
510afd83-3dcc-4f8c-80e0-0d0b1a7c3b1e,92.21033683,council,aba7dd08-ac7c-4cd2-8c6d-7cbdc95bdef6
d6c9035c-54e4-467d-af99-a6777a92aeea,205.06694641,member,ba9f6ba7-ce46-43d1-8a4b-efe9be9ee3d0
8a458c14-5118-4a69-bf36-442191759686,957.16883995,admin,ba9f6ba7-ce46-43d1-8a4b-efe9be9ee3d0
c91b3db9-1ce2-4961-be23-44d8ec43f055,463.35546365,council,ba9f6ba7-ce46-43d1-8a4b-efe9be9ee3d0
cf0a6484-4546-4c08-a906-f3d996eac8e0,315.13371538,member,0f4f051b-0acc-4708-b34f-f4524b0efac8
7a36a83c-893b-44f8-b405-60f33a1f914f,324.13477712,admin,0f4f051b-0acc-4708-b34f-f4524b0efac8
ba6f98f8-7f1a-488a-a66b-3d4a322db48e,826.51691765,council,0f4f051b-0acc-4708-b34f-f4524b0efac8
a2f1ea64-b5e5-4217-a3ac-166d5d864951,245.32468809,member,8f272f62-9909-4351-a3cd-6a70e53a0ffc
6e6e721e-34b2-4ba7-8c0f-828e0e3c17a5,794.84827323,admin,8f272f62-9909-4351-a3cd-6a70e53a0ffc
be1e8550-6976-4010-9d80-6d493cfc2cd2,915.69533317,council,8f272f62-9909-4351-a3cd-6a70e53a0ffc
703457ee-6eb5-4b58-9bae-d032cacbe07f,484.08627074,member,b7af1f31-67a2-470e-9636-0af834d84c61
7ff31b15-6168-418a-99ff-7a1cf343eebc,463.39350732,admin,b7af1f31-67a2-470e-9636-0af834d84c61
b4d409be-7974-4663-a9f6-14d0d0d02faa,342.57116333,council,b7af1f31-67a2-470e-9636-0af834d84c61
8f6f660e-d4fd-416e-89cf-18818cee0ff1,805.83985540,member,700f00be-b364-4723-a1c4-0b554df453ff
7e601aa0-3d2c-4f26-9277-c26605f6dc19,789.29686216,admin,700f00be-b364-4723-a1c4-0b554df453ff
17324a42-79e6-424f-bf91-9278a8c378f8,865.60966784,council,700f00be-b364-4723-a1c4-0b554df453ff
36435287-9476-44ab-8d4e-f446a60a91c3,764.53880978,member,09c52e81-be67-410c-abe0-c01012d8ed19
1189c74f-e067-4bb9-bbe5-c3959f6c7c35,763.99826867,admin,09c52e81-be67-410c-abe0-c01012d8ed19
d9f4459a-7b5f-4e9c-bb37-1ccfb3df586e,897.05112005,council,09c52e81-be67-410c-abe0-c01012d8ed19
